LINK	ORIGINAL	TAKEN	UPLOADED	TITLE	PHOTOGRAPHER	PHOTOGRAPHERLOC	DESC	VIEWS	TAG	COCODESC1	COCODESC2	COCODESC3	COCODESC4	COCODESC5	LATITUDE	LONGITUDE	COUNTRY	COCOTAG	COCOTAGDESC	COCOKEY	COCOSTUFF	STUFFDESC	X	Y	Z	AA	AB	AC	AD	AE	AF	AG	AH	AI	AJ	AK	AL	AM	AN	AO	AP	AQ	AR	AS	AT	AU	AV	AW	AX	AY	AZ	BA	BB	BC	BD	BE	BF	BG	BH	BI	BJ	BK	BL	BM	BN	BO	BP	BQ	BR	BS	BT	BU	BV
http://flickr.com/photo.gne?id=4037677376_1f1f4cddb0_z.jpg	http://farm3.staticflickr.com/2621/4037677376_1f1f4cddb0_z.jpg	2009-10-13 14:32:07	2009-10-23	Teddy boot close up	Ambernectar 13	Chelmsford, Essex, UK	teddy bear sitting on a boot in The James Hotel..<a href="http://www.jameshotels.com/" rel="noreferrer nofollow">www.jameshotels.com/</a>	486	Tuesday; morning; October; 2009; vacation; USA; teddy bear; teddy; bear; steiff; boot; mordern art; The James Hotel; forgot to change the timezone; lobby; hotel; Chicago; Illinois; America; holiday; 	A teddy bear is placed on a metallic sculpture.	a teddy bear sitting on some kind of seat.	a brown teddy bear sitting on an odd looking chair	A stuffed teddy bear sitting on a metal sculpture	A large metal chair with a brown teddy bear in it.	41.893312	-87.625998	United States	./database/coco_tag/205542.png	teddy bear; 	NULL	./database/coco_stuff/205542.png	floor-other; metal; plant-other; wall-concrete; other; 																																																			
http://flickr.com/photo.gne?id=2132700001_25c323a686_z.jpg	http://farm3.staticflickr.com/2093/2132700001_25c323a686_z.jpg	2007-12-22 14:32:37	2007-12-24	Tea Rooms	Dave Pearson	Edinburgh, Scotland	Sign for the Teddy Bear Tea Rooms on Stonegate, York.	143	England; Yorkshire; North Yorkshire; York; Sign; People; Street; 	A sign with teddy bears on it is advertising a tea room.	A fold out sign sitting on a rainy sidewalk.	A sign on a sidewalk has a teddy bear on it.	a sign with teddy bears and some people walking on a wet street	A person walking down a street past a teddy bear sign.	53.960794	-1.083655	United Kingdom	./database/coco_tag/162035.png	person; teddy bear; person; person; teddy bear; 	./database/coco_key/162035.png	./database/coco_stuff/162035.png	clothes; metal; pavement; wood; other; 																																																			
http://flickr.com/photo.gne?id=7377647736_5e32424fc3_z.jpg	http://farm8.staticflickr.com/7233/7377647736_5e32424fc3_z.jpg	2012-06-15 21:01:56	2012-06-16	Cubs get the out before 7th Inning stretch	spablab	Chicago		565	Chicago Cubs; Boston Red Sox; major league baseball; MLB; interleague; games; play; Wrigley; Field; Chicago; Game 1; 3-0; video; 	A man holding a baseball bat while standing on a baseball field.	a blurry photo of a baseball player holding a bat 	Blurry shot of batter and catcher in game of baseball.	A MAN IS HOLDING A BASE BALL BAT STANDING AT THE DIRT	a baseball player standing on a field holding a bat	41.948016	-87.655663	United States	./database/coco_tag/182021.png	baseball bat; baseball glove; person; person; person; 	./database/coco_key/182021.png	./database/coco_stuff/182021.png	clothes; grass; playingfield; other; 																																																			
http://flickr.com/photo.gne?id=4294796626_17358688cb_z.jpg	http://farm5.staticflickr.com/4005/4294796626_17358688cb_z.jpg	2010-01-21 21:30:44	2010-01-22	Jodi's BSOD	Demetri Mouratis	Mountain View, CA, USA	Automatically uploaded with my <a href="http://www.eye.fi/cards/pro.html" rel="noreferrer nofollow">Eye-Fi Pro</a> card.	355	Eye-Fi; d90; nikon; pro; Mountain View; California; United States; laptop; printer; table; office; desk; camera; box; paper; 	A laptop computer sitting on top of a white desk.	A black laptop at a desk with a printer.	A laptop computer is displaying a screen with words.	A laptop seems to have the infamous "blue screen of death" on the desk. 	A computer sits on a desk by a printer.	37.39727	-122.072502	United States	./database/coco_tag/63602.png	laptop; cup; book; book; book; book; book; book; 	NULL	./database/coco_stuff/63602.png	cardboard; desk-stuff; floor-other; furniture-other; paper; plastic; shelf; textile-other; wall-concrete; wall-wood; other; 																																																			
http://flickr.com/photo.gne?id=3794113704_1ca0f3d3a2_z.jpg	http://farm3.staticflickr.com/2656/3794113704_1ca0f3d3a2_z.jpg	2009-08-05 21:40:37	2009-08-06	Day 301/365 - I Have Been Assimilated	Kevin Harber	Washington, DC Metro Area	&quot;O frabjous day! Callooh! Callay! He chortled in his joy.&quot;..My iPhone came in the mail today!  Serendipitously, I spent the afternoon on the internet researching various lists of the top iPhone apps and then when I got home, there was my new toy!..Recently I decided it was time I got myself a smartphone.  I don't really talk on my phone that much.  Mostly I use it for going on the internet, texting, and playing games, so smartphones would seem to be perfect for me.  I've been a T-Mobile customer for the past 7 years and I would've gotten a model they offered, but they decided I wasn't eligible for an upgrade discount and were going to charge me $399 for their smartphone.  Hmmm, let's see.... I could stick with T-Mobile and pay $399 for their smartphone, or I could switch to AT&amp;T and get an iPhone for $99... okay then, AT&amp;T it is!  Brilliant business model, T-Mobile...Now if I can just get the activation to kick in on my iPhone I'll be able to play around with it.  ..(August 5, 2009)..P.S. - thanks to Brian for giving me the idea for the title.	5213	iphone; apple; phone; mobile; cellular; smart; smartphone; hand; cell; Project365; 365; August 5, 2009; 	A hand holding a smart phone with apps on a screen.	A person's hand holding up an active smartphone.	A hand holds an iPhone displaying various applications. 	The hand is holding an iPhone for the picture.	a left hand holding onto a black smart ohone	38.858503	-77.054613	United States	./database/coco_tag/450686.png	cell phone; person; 	./database/coco_key/450686.png	./database/coco_stuff/450686.png	wall-concrete; other; 																																																			
http://flickr.com/photo.gne?id=3715883304_5de874dc13_z.jpg	http://farm3.staticflickr.com/2672/3715883304_5de874dc13_z.jpg	2009-07-13 00:46:02	2009-07-13	For Sale: Mirror	johnwilliamsphd	Los Angeles	I took this to send to my mom, who I thought might want this mirror. It's from some long-lost mid-century vanity.	236	iPhone; cameraphone; sudobility; photolab; new york; southern tier; upstate; broome county; binghamton; self-portrait; mirror; cell phone; iphoneography; johnwilliamsphd; “John; Williams; PhD”; “; copyright; John; C.; Williams”; John C. Williams; 	A man in green shirt with cellphone reflecting in a mirror.	a man sitting in a room taking a selfie in a mirror 	A man sitting cross legged in front of a mirror on the floor taking a self portrait 	The man is meditating in front of the mirror.	A man sitting on the floor taking a picture of himself in a mirror.	42.097122	-75.932687	United States	./database/coco_tag/5060.png	cell phone; person; 	./database/coco_key/5060.png	./database/coco_stuff/5060.png	cabinet; ceiling-other; floor-wood; furniture-other; metal; mirror-stuff; rug; wall-concrete; other; 																																																			
http://flickr.com/photo.gne?id=4576146035_bc06423687_z.jpg	http://farm5.staticflickr.com/4001/4576146035_bc06423687_z.jpg	2010-05-04 07:58:00	2010-05-04	Post pagi2 hari	Faizal Rahman	Penang, Malaysia	Teddy bear dan doll Nemo ni ditinggalkan di pondok wakaf yg dkt dgn.rumah aku. Dah 3 hari dia ditinggalkan di situ. Telahan aku, mungkin.ada student yg baru putus cinta dan doll2 tu dihadiahkan oleh bekas.pakwe dia. Mungkin betul atau mungkin tidak. Korang mcm ni jugakkan.kalau putus cinta?	108	email; 	there are two stuffed animals on a wooden bench	A teddy bear sitting with a Finding Nemo stuffed animal on a bench.	A stuffed teddy bear and memo sitting on a bunch.	A teddy bear is next to a goldfish toy.	A teddy bear and a stuffed fish set next to each other.	5.356166	100.2905	Malaysia	./database/coco_tag/322844.png	bench; teddy bear; 	NULL	./database/coco_stuff/322844.png	building-other; grass; textile-other; wood; other; 																																																			
http://flickr.com/photo.gne?id=198408006_ab4ba7daf4_z.jpg	http://farm1.staticflickr.com/65/198408006_ab4ba7daf4_z.jpg	2006-07-20 21:40:34	2006-07-25	becca	Luke Montague	Manchester-ish, England	and her huge pizza	250	italy; summer; pizza ok; milan; milano; pizza; friends; people; 	a woman poses in front of a giant pizza	A woman poses on front of a large pizza	A woman holding a knife and fork over a giant pizza.	a lady using a knife and fork to cut a pizza	The woman has a knife and fork for eating the big pizza.	45.484687	9.181823	Italy	./database/coco_tag/458992.png	person; fork; knife; pizza; 	./database/coco_key/458992.png	./database/coco_stuff/458992.png	clothes; furniture-other; metal; table; wall-concrete; other; 																																																			
http://flickr.com/photo.gne?id=6180130159_ae0bf83d72_z.jpg	http://farm7.staticflickr.com/6167/6180130159_ae0bf83d72_z.jpg	2011-07-16 13:20:50	2011-09-25	USS Missouri - Kitchen	Daniel Ramirez	Honolulu, USA		479	oahu; honolulu; uss missouri; pearl harbor; battleship missouri; 	Kitchen utensils and appliances have been left unattended	a work room that looks like a dry cleaners 	The cramped interior of a passenger ship's kitchen.	A room with a bunch of stainless steel items and other accessories.	A clean industrial kitchen with no one in it	21.362142	-157.953615	United States	./database/coco_tag/78266.png	refrigerator; apple; orange; sink; knife; knife; knife; knife; knife; knife; bowl; bowl; carrot; carrot; carrot; 	NULL	./database/coco_stuff/78266.png	cabinet; cardboard; carpet; ceiling-other; fruit; furniture-other; light; metal; plastic; textile-other; wall-other; other; 																																																			
http://flickr.com/photo.gne?id=200947323_e66269f9c6_z.jpg	http://farm1.staticflickr.com/73/200947323_e66269f9c6_z.jpg	2006-07-29 02:21:29	2006-07-29	me and rach	Luke Montague	Manchester-ish, England	we're well emo with our toothbrushes etc	229	max's; party; gisburn; friends; people; 	A man and a woman standing in front of a mirror.	A guy and a girl looking into the bathroom mirror taking a selfie photo with toothbrushes in their mouths.	A guy and a pretty girl taking a picture in the mirror.	A couple taking a photo of themselves cleaning their teeth	A man and woman brushing their teeth and taking a selfie photo with a camera in a bathroom mirror.	53.941841	-2.252197	United Kingdom	./database/coco_tag/164602.png	toothbrush; toothbrush; person; sink; sink; person; 	./database/coco_key/164602.png	./database/coco_stuff/164602.png	mirror-stuff; wall-tile; wood; other; 																																																			
http://flickr.com/photo.gne?id=473782444_8ec11ec7b3_z.jpg	http://farm1.staticflickr.com/168/473782444_8ec11ec7b3_z.jpg	2007-04-22 10:26:30	2007-04-26	The red bicycle	Kat...	Near Paris, France		13201	barcelona; barcelone; spain; espagne; porte; door; bicyclette; vélo; bicycle; AnAwesomeShot; bestofr; defi-defi-ouiner; bike; 3w; 	A red and white bicycle next to a building and door.	A red bicycle leaned against a red stucco building with a graffiti covered door. 	A bike leaning against the side of a building.	Bicycle chained to a building with graffiti on the door.	A red bike is parked outside of a barred window.	41.380535	2.167782	Spain	./database/coco_tag/203317.png	bicycle; 	NULL	./database/coco_stuff/203317.png	door-stuff; pavement; wall-concrete; window-blind; other; 																																																			
http://flickr.com/photo.gne?id=4395778587_9b92f76b94_z.jpg	http://farm5.staticflickr.com/4020/4395778587_9b92f76b94_z.jpg	2009-07-02 18:05:09	2010-02-28	Everbody loves a good burger.	a grimz	NULL		185	food; birds; sparrow; housesparrow; summer; bergen; hamburger; burger; meal; eat; meat; bird; ketchup; restaurant; 	Two birds preparing to eat food off of a plate that was left on a table outside by the ocean.	A plate topped with bread, greens and pasta and a bird.	there are two birds standing on the plate of food	A bird attempting to bite a piece of sandwich bread.	This is two birds pecking at the remnants of a burger at an outdoor restaurant.	60.396155	5.307641	Norway	./database/coco_tag/210032.png	bird; person; bird; fork; knife; person; cup; cup; cup; sandwich; dining table; person; chair; chair; person; 	./database/coco_key/210032.png	./database/coco_stuff/210032.png	building-other; clothes; dirt; food-other; mountain; railing; sea; sky-other; table; other; 																																																			
http://flickr.com/photo.gne?id=3646822527_5e0550ba07_z.jpg	http://farm4.staticflickr.com/3377/3646822527_5e0550ba07_z.jpg	2009-06-05 16:20:02	2009-06-21	DSC_6150_edited2	Romain	Lille, France	Barra airport, Scotland..The &quot;tarmac&quot; is white sand, the airport is subject to tides.	198	Scotland; Barra; airport; sand; beach; airplane; 	An airplane with wheels wheels barely off ground tilted slightly upward from the pavement to the blue sky.	A small plane is taking off from a sandy beach	A white airplane is driving down the runway.	Small plane inches above flat surface near water.	A small plane on the sand near a beach.	57.027933	-7.44461	United Kingdom	./database/coco_tag/488270.png	airplane; 	NULL	./database/coco_stuff/488270.png	hill; sand; sea; sky-other; other; 																																																			
http://flickr.com/photo.gne?id=4681815918_22d33d6556_z.jpg	http://farm5.staticflickr.com/4070/4681815918_22d33d6556_z.jpg	2009-07-19 16:55:11	2010-06-08	DSC01985a	Rick Burtzel	Saint Bonifacius, MN, USA		234	minnesota; amateur; baseball; cold; spring; springers; field; park; dugout; gloves; hats; shadows; benches; sitting; gear; fence; red; maroon; cardinal; bats; bucket; spikes; pants; jerseys; brian; skluzacek; 	A group of guys in  a dugout with their gear 	A group of baseball players sit with their gear in the dugout.	Some baseball players sitting in a dugout watching a game	A dug out filled with baseball players next to baseball equipment.	Many caps and gloves sit in front of the players in a baseball dugout.	45.453952	-94.435826	United States	./database/coco_tag/126226.png	person; person; person; baseball bat; baseball bat; baseball bat; baseball bat; baseball glove; baseball glove; baseball glove; baseball glove; person; person; baseball bat; baseball bat; baseball bat; baseball bat; baseball bat; baseball glove; baseball glove; baseball glove; person; 	./database/coco_key/126226.png	./database/coco_stuff/126226.png	clothes; fence; metal; pavement; plastic; playingfield; sand; wall-concrete; wall-other; other; 																																																			
http://flickr.com/photo.gne?id=5068665744_f2cd6ea92b_z.jpg	http://farm5.staticflickr.com/4113/5068665744_f2cd6ea92b_z.jpg	2010-10-10 10:07:26	2010-10-10	Porté couleur	Jessie  Romaneix Gosselin	Aubusson - Limousin, France	Laurent	1526	Banne d'Ordanche; Murat le Quaire; Puy de Dôme; Auvergne; region; france; paysage; landscape; campagne; country; fermier; farmer; shepherd; berger; chiens; bordercolleys; homme; man; paix; beauté; travail; work; moutons; sheeps; montagne; mountain; discovery; découverte; metier; bokey; map; def; pastor; pastoral; portrait; visage; face; expression; peau; skin; tan; teint; 	A man in black carrying a sheep on his shoulders.	The man with the black sweatshirt carries a wooly sheep.	A man walking with a goat on his shoulders	A man carrying a sheep on his shoulders. 	A sheep is being carried up a hill.	45.598065	2.733535	France	./database/coco_tag/525155.png	sheep; person; 	./database/coco_key/525155.png	./database/coco_stuff/525155.png	clothes; fog; mountain; other; 																																																			
